Date,Open,High,Low,Close,Adj Close,Volume
2014-10-31,76.44565208695653,77.44782547826087,75.44130443478261,76.53739108695652,76.45626969565217,47114913.04347826
2014-11-30,74.8252627368421,75.52368405263158,74.10947342105264,74.89526278947368,74.81588226315789,25840278.94736842
2014-12-31,77.7109090909091,78.60409127272727,76.96500063636364,77.68545363636363,77.6031165,24296686.363636363
2015-01-31,77.0280006,77.69350015,75.88799935,76.7215001,76.6401843,27310535.0
2015-02-28,76.86263142105263,77.70947415789473,76.12894678947369,76.95105257894737,76.86949205263157,25007826.315789472
2015-03-31,80.89727295454546,81.76863590909092,80.23272704545455,81.01318254545454,80.92731786363636,26152268.181818184
2015-04-30,82.31381004761904,83.07523819047618,81.52190547619048,82.0914281904762,82.00442033333333,25815457.14285714
2015-05-31,79.47150065,80.14249985000001,78.7890003,79.4200004,79.33582415,21093535.0
2015-06-30,82.98045559090909,83.8822724090909,82.37954513636363,83.28363695454546,83.195366,24442740.90909091
2015-07-31,92.01045436363637,92.93090886363636,90.85727177272727,92.05500022727273,91.9574314090909,35944590.90909091
2015-08-31,91.83476104761905,93.13142857142857,90.25761952380952,91.77857166666666,91.68129661904761,33804028.571428575
2015-09-30,91.39285723809523,92.49999961904761,90.27333280952381,91.446191,91.3492681904762,30257133.333333332
2015-10-31,96.6631830909091,97.83727222727272,95.708637,97.12954540909091,97.02659922727274,25981381.818181816
2015-11-30,106.07350039999999,107.0514999,104.83550035,105.96899954999999,105.85668335,27361640.0
2015-12-31,105.47727313636364,106.45090936363636,104.2950003181818,105.37500036363636,105.2633144090909,20013822.727272727
2016-01-31,99.20052657894738,100.57420942105263,96.98210547368421,98.98210615789473,98.87719610526315,41721531.578947365
2016-02-29,106.01100005,107.88099975,104.0164994,105.92099995000001,105.8087352,43707625.0
2016-03-31,110.54909145454545,111.58909154545455,109.56590790909091,110.78045436363637,110.66304086363635,23702677.272727273
2016-04-30,112.18333361904763,113.13619057142857,110.61095190476192,111.93428538095237,111.8156480952381,35314942.85714286
2016-05-31,118.34047633333334,119.20142861904762,117.5723808095238,118.46476061904762,118.33920176190475,21930676.19047619
2016-06-30,115.37636431818181,116.07318204545454,114.45409122727273,115.27863659090909,115.15645431818183,20494368.181818184
2016-07-31,119.0944992,120.0594993,117.95199969999999,119.17749975,119.05118560000001,23505430.0
2016-08-31,124.35608695652174,125.07347821739131,123.705652,124.46913091304349,124.33720726086958,15898734.782608695
2016-09-30,128.32285676190475,129.21904685714284,127.58428480952381,128.51333352380954,128.37712452380953,17929433.333333332
2016-10-31,129.8319040952381,130.5171429047619,128.96809576190475,129.70952514285713,129.57204652380952,14918304.761904761
2016-11-30,121.06857157142858,122.34618952380953,119.22952385714287,120.68476142857142,120.55684885714287,30669185.714285713
2016-12-31,118.20333347619048,119.10999957142857,117.1061907142857,118.04190433333332,117.91679233333332,19463257.14285714
2017-01-31,126.23850030000001,127.4099998,125.49550099999999,126.8174992,126.68308640000001,18947945.0
2017-02-28,133.63894884210526,134.62052510526314,132.78684205263158,133.83052536842106,133.68868052631578,20247394.736842107
2017-03-31,139.14521730434782,139.9760874347826,138.60956473913043,139.40826073913044,139.26050482608696,14873852.173913043
2017-04-30,142.82841978947368,143.67473557894735,142.14526431578946,142.96526294736842,142.81373668421054,14504542.105263159
2017-05-31,150.3272725909091,151.1218185,149.25727286363636,150.23409272727272,150.0748624090909,18344859.09090909
2017-06-30,152.1127270909091,153.2640900909091,150.4913643181818,152.07954545454547,151.9183598181818,18852595.454545453
2017-07-31,160.1655006,161.66549909999998,158.84100045,160.53249895,160.3623536,20995380.0
2017-08-31,169.0856522173913,170.11304247826087,167.86174017391303,169.16000034782607,168.9807095652174,13200991.304347826
2017-09-30,170.7669998,171.7910003,169.18900005,170.59099965000001,170.41019369999998,15240915.0
2017-10-31,173.39545377272728,174.49590922727273,172.19045395454546,173.30681954545454,173.1231335,14461209.090909092
2017-11-30,179.65095166666666,180.74476114285713,178.35380985714286,179.6966669047619,179.5062089047619,16714223.80952381
2017-12-31,177.50449980000002,178.94550095,176.04749915,177.41650005,177.2284592,15854790.0
2018-01-31,184.58428447619048,186.21095133333333,182.92476328571428,184.96285638095236,184.76681457142857,23602652.38095238
2018-02-28,180.7215777368421,183.13158057894736,177.75631557894735,180.26947357894738,180.0784084736842,27171136.842105262
2018-03-31,173.44952395238096,176.14523895238094,170.50809728571429,173.4895222857143,173.30564142857142,47438176.190476194
2018-04-30,164.16333233333333,166.08618966666668,161.54619057142858,163.81047633333333,163.63685533333333,35717747.61904762
2018-05-31,181.91090945454545,183.87318213636365,180.9499985,182.93000027272726,182.7361144090909,18233822.727272727
2018-06-30,194.97476266666666,196.79762047619047,193.18000004761905,195.26761947619048,195.06065657142858,18441219.04761905
2018-07-31,199.3323807142857,201.5980950952381,197.5047614285714,199.967142,199.75519819047616,30810985.714285713
2018-08-31,177.59869513043478,179.433914,175.6808677826087,177.4921716521739,177.30405,23862291.304347824
2018-09-30,164.2331582631579,166.39947342105265,162.41684289473685,164.37736842105264,164.20314584210527,26340463.157894738
2018-10-31,154.87347882608697,157.12478369565218,152.1030446521739,154.1878256521739,154.0244035652174,27062882.608695652
2018-11-30,141.76285738095237,143.65809552380952,139.59333619047618,141.63571466666667,141.48559642857143,24673890.476190478
2018-12-31,137.52947468421053,140.49368436842104,134.8142094736842,137.1610517368421,137.01567521052633,29409800.0
2019-01-31,144.55190385714286,147.329999,142.93809504761904,145.42285657142858,145.26872757142857,25121328.57142857
2019-02-28,164.7547350526316,166.53421089473684,163.29315836842105,164.8136837368421,164.6389995263158,15907536.842105264
2019-03-31,166.84047657142858,168.7995240952381,165.3795245714286,167.41142776190478,167.23399057142856,18473147.61904762
2019-04-30,180.31523923809522,182.08428514285714,178.95571247619048,180.54428466666667,180.35292704761906,18189776.19047619
2019-05-31,185.9745455,187.90272668181817,184.21727336363637,186.08227254545454,185.88504518181819,13037340.909090908
2019-06-30,181.66449975,183.8924996,178.92400055000002,181.27450025000002,181.08237,21321430.0
2019-07-31,199.31408972727274,201.50772936363637,197.15818304545454,199.5954542272727,199.3839048636364,15955495.454545455
2019-08-31,184.99454495454546,186.79590809090908,182.60681913636364,184.4977265,184.30217740909092,13394977.272727273
2019-09-30,186.2835,187.6095001,183.8889999,185.7350005,185.53814165,13226925.0
2019-10-31,184.36956456521742,186.4286943478261,182.02173969565217,184.38391247826087,184.18848517391305,14182921.739130436
2019-11-30,195.3944993,197.11099925000002,194.0715004,195.71849964999998,195.51106024999999,12915195.0
2019-12-31,202.14238123809523,203.53809466666667,200.2099995714286,201.95190433333335,201.73785757142858,13155100.0
2020-01-31,216.25238185714286,218.11952352380953,214.41714333333334,216.64333309523812,216.41371671428573,16538790.476190476
2020-02-29,207.0378962631579,209.67947542105264,204.9631565263158,207.5052634736842,207.28533057894737,16713015.789473685
2020-03-31,165.28318163636365,170.17272736363637,160.38909213636364,165.74772709090908,165.57205195454546,29521259.09090909
2020-04-30,177.12095066666666,179.78571504761905,173.592857,177.00333504761906,176.81573195238096,25777838.095238097
2020-05-31,215.76350014999997,219.4775009,213.2365005,216.54900130000001,216.31948240000003,25473825.0
2020-06-30,231.54136304545455,235.12227413636364,227.73000004545455,232.0463630909091,231.80042059090908,24911081.818181816
2020-07-31,238.70090977272727,242.3818185909091,235.02545513636366,239.21181768181816,238.95827977272728,23527259.09090909
2020-08-31,267.1523822857143,273.09904985714286,264.489523,268.78571723809523,268.5008348571429,27344719.04761905
2020-09-30,267.9161900952381,271.6466674761905,262.50238328571425,266.55190523809523,266.2693902857143,23767395.23809524
2020-10-31,270.5899991818182,274.0840912272727,266.48318345454544,269.7809101818182,269.4949756818182,20640981.818181816
2020-11-30,276.38600015000003,279.53300175,272.2815018,276.3064987,276.01364445,17838580.0
2020-12-31,276.4404560909091,280.01227081818183,272.6531816363636,276.53090736363635,276.2378123181818,16540954.545454545
2021-01-31,266.19105389473685,269.92737136842106,261.1236853684211,264.6094737368421,264.32901568421056,23822794.736842107
2021-02-28,265.94841884210524,269.6605272105263,262.8521037894737,266.33789389473685,266.0556070526316,16725010.52631579
2021-03-31,274.6991285652174,280.15086691304344,271.3813039130435,275.5069567826087,275.214949173913,21626813.04347826
2021-04-30,307.9080940952381,310.81285890476187,304.70571176190475,307.75381038095236,307.42762395238094,20059890.476190478
2021-05-31,316.59849855000004,320.23499605,313.6849961,317.335997,316.99965505,17671185.0
2021-06-30,335.7536356818182,339.281365,332.8040897272727,336.425909,336.0693316818182,15673200.0
2021-07-31,352.9842879047619,356.97857080952383,349.2252371904762,353.37714495238095,353.00260561904764,15972395.238095239
2021-08-31,361.6268227272727,365.6172705909091,359.10090781818184,363.0168207272727,362.63206481818185,10278740.909090908
2021-09-30,365.0557135238095,367.6795233809524,360.53618942857145,363.9671427142857,363.58137871428573,16101038.095238095
2021-10-31,329.2023794761905,332.80952233333335,324.6747625714286,328.6652395714286,328.3168887142857,28018214.285714287
2021-11-30,337.2447611904762,341.49809342857145,333.2009525238095,336.5299988095238,336.1733165714286,21005952.38095238
2021-12-31,330.6813646818182,335.8131823636364,326.12363777272725,330.8459097727273,330.495249,19920313.636363637
2022-01-31,319.5649995,325.0955017,314.1125016,319.40700225,319.0684646,21361865.0
2022-02-28,228.80315842105264,233.48579005263156,223.97736736842106,228.43736836842106,228.19525,59370505.2631579
2022-03-31,206.9173908695652,210.74999930434782,203.49173900000002,207.2600017826087,207.04032839130437,31881500.0
2022-04-30,210.02350084999998,213.53100135,204.8645005,208.23500055,208.01429524999998,33612750.0
2022-05-31,196.8704753809524,201.984763,192.92619180952383,197.7404762857143,197.53089466666668,32407085.714285713
2022-06-30,175.11047438095238,178.60666628571428,170.41809523809525,173.50047661904762,173.31658495238094,32665504.76190476
2022-07-31,166.22300024999998,169.5925002,163.4030007,167.3595008,167.18211820000002,29324120.0
2022-08-31,168.56565326086957,171.73087073913044,166.26826082608696,168.55565282608694,168.37700160869565,23996647.826086957
2022-09-30,150.44809538095237,153.22809485714285,147.81809547619048,149.9595235238095,149.80058361904761,30238800.0
2022-10-31,127.78476199999999,130.94761795238097,125.43571323809523,127.915713,127.7801357142857,52745819.047619045
2022-11-30,105.60666733333333,108.09714333333334,104.11571504761903,106.39571490476189,106.282947,50656723.809523806
2022-12-31,117.5314290952381,119.84714247619047,115.89714266666667,117.96476233333334,117.839733,31096180.95238095
2023-01-31,135.78349985,138.7299999,134.56849979999998,137.24950095,137.10402979999998,27438530.0
2023-02-28,176.00210652631577,180.215789,173.77000105263159,176.4789452631579,176.29189826315792,40640573.684210524
2023-03-31,193.12043373913042,196.5482603478261,190.55260760869564,193.94391143478262,193.73835291304346,30002304.347826086
2023-04-30,216.68578863157893,219.1557897894737,214.58315963157895,217.2021065789474,216.9718932105263,23509889.47368421
2023-05-31,242.15545377272727,246.03818095454545,239.94227459090908,243.3622740909091,243.10433672727274,22134931.818181816
2023-06-30,275.8285755714286,280.6514296190476,272.98428776190474,277.0623809047619,276.7687247142857,22903804.76190476
2023-07-31,304.32000125,308.05549925,298.8944961,303.1409988,302.81970044999997,31230255.0
2023-08-31,300.4143491304348,304.23652452173917,295.9560865652174,299.8578278695652,299.5400152173913,18397730.43478261
2023-09-30,301.22799829999997,305.5735002,297.1195008,301.11849975,300.7993469,20334330.0
2023-10-31,310.83409404545455,315.2781789090909,306.3536363181818,310.86863572727276,310.53914581818185,23241268.181818184
2023-11-30,327.3457162857143,331.3899958095238,324.5195210952381,328.48523814285716,328.1370820952381,15679547.61904762
2023-12-31,337.41649935,341.84800105,334.6715028,338.94649955,338.58725275,16640690.0
2024-01-31,372.68857238095234,377.3795239047619,369.26857076190475,373.91333590476194,373.5170288095238,16524771.42857143
2024-02-29,468.72349995,475.77999565,464.43949890000005,470.2064972,469.8873093,23307570.0
2024-03-31,499.22450415000003,504.08450165000005,491.7340027,497.71049800000003,497.71049800000003,13977945.0
2024-04-30,493.0554504090909,500.03181872727276,484.3731773636364,491.8445503181818,491.8445503181818,19869627.272727273
2024-05-31,465.31408972727274,471.2368177272727,461.08772690909086,467.76909150000006,467.76909150000006,12839268.181818182
